iter	Logloss
331	0.6332659805
332	0.6331371285
333	0.633011712
334	0.6328569379
335	0.6327789485
336	0.6326310007
337	0.6324639125
338	0.6323627227
339	0.6321954114
340	0.6321417825
341	0.6320212738
342	0.6318313866
343	0.6316912913
344	0.6315652055
345	0.6314826653
346	0.6313534564
347	0.631254765
348	0.6311581706
349	0.6311152051
350	0.6310288279
351	0.6309277272
352	0.6307905766
353	0.6307094641
354	0.6305787828
355	0.6304660373
356	0.6303718076
357	0.630182902
358	0.6300692196
359	0.6298378838
360	0.6297704239
361	0.6296516552
362	0.6295909324
363	0.6294535141
364	0.6293928358
365	0.6292785288
366	0.6291646679
367	0.6290043167
368	0.6289282905
369	0.6287446942
370	0.6285949172
371	0.6284365291
372	0.6283271745
373	0.6282095212
374	0.6281421505
375	0.6280553271
376	0.6278429533
377	0.6277251662
378	0.6275119893
379	0.6274074086
380	0.627316659
381	0.6272105167
382	0.6271585833
383	0.6270391453
384	0.6269812333
385	0.6269130595
386	0.6267749273
387	0.6266622264
388	0.626542387
389	0.626459579
390	0.6262522469
391	0.6261879101
392	0.6260644121
393	0.6259308754
394	0.6258258485
395	0.6257433529
396	0.6256279304
397	0.625493546
398	0.6254407202
399	0.6252922817
400	0.625173156
401	0.6251232303
402	0.625020702
403	0.624884176
404	0.6246624774
405	0.6244865551
406	0.6242831492
407	0.6241824055
408	0.6240967868
409	0.6239953738
410	0.6239309924
411	0.6238283302
412	0.6237187971
413	0.6236413878
414	0.6235046833
415	0.6234069289
416	0.6233334012
417	0.6232400191
418	0.6230502212
419	0.6229917292
420	0.6228836238
421	0.6228297273
422	0.622767309
423	0.6227063631
424	0.6226201197
425	0.622540301
426	0.6224528976
427	0.622355054
428	0.6222991497
429	0.6222128171
430	0.6220545183
431	0.6220286408
432	0.6219333403
433	0.6217688845
434	0.6215860913
435	0.621497394
436	0.621366222
437	0.6213145117
438	0.6211975276
439	0.6210746096
440	0.6209510669
441	0.6208571495
442	0.6207711738
443	0.620729993
444	0.6206234045
445	0.6205431843
446	0.6204131723
447	0.6203176041
448	0.6202019139
449	0.6201020626
450	0.6199021367
451	0.6197682877
452	0.6196422912
453	0.619526601
454	0.6194034153
455	0.6192863866
456	0.6191453543
457	0.619060271
458	0.6189755445
459	0.618820235
460	0.618721276
461	0.6186160707
462	0.6185468707
463	0.6184045892
464	0.6183020162
465	0.6181945801
466	0.6181150738
467	0.6180437768
468	0.6179461563
469	0.6177704571
470	0.6176677503
471	0.6176105968
472	0.6174984759
473	0.6173996953
474	0.6172759296
475	0.6171676457
476	0.6170350906
477	0.6169848972
478	0.6168758102
479	0.6168324431
480	0.616631045
481	0.616531729
482	0.6163451881
483	0.6162835729
484	0.6161873355
485	0.6160787839
486	0.6160093609
487	0.6159249467
488	0.615852579
489	0.6157228347
490	0.6156404729
491	0.6155645359
492	0.6155139856
493	0.6154367547
494	0.6153598808
495	0.6153119182
496	0.6152171977
497	0.6151251988
498	0.6150118287
499	0.6148711087
500	0.6147325304
501	0.6146159033
502	0.6145773547
503	0.6144904867
504	0.614415219
505	0.614345439
506	0.6142580356
507	0.6141682229
508	0.614114951
509	0.6140370062
510	0.6139910068
511	0.6139035587
512	0.6138103106
513	0.6136578119
514	0.6135574698
515	0.6134344625
516	0.6133816368
517	0.6133144446
518	0.6132224457
519	0.6131772939
520	0.6130885074
521	0.6130130612
522	0.6129498398
523	0.6128183108
524	0.6126967759
525	0.612595943
526	0.6124864099
527	0.6123578702
528	0.6123154847
529	0.6121981883
530	0.6121074833
531	0.6119677449
532	0.6118371082
533	0.6117161979
534	0.6115438896
535	0.6114505969
536	0.6113498085
537	0.6112931458
538	0.6112023961
539	0.6111801326
540	0.6111094157
541	0.6110587761
542	0.6109608879
543	0.6108467593
544	0.6107074224
545	0.6105862445
546	0.6105087013
547	0.6104150516
548	0.6102803548
549	0.6102387724
550	0.6102005808
551	0.6100602178
552	0.6099436353
553	0.609837493
554	0.6097363478
555	0.6096668801
556	0.6095860799
557	0.6094569156
558	0.609419661
559	0.6093059785
560	0.6092703301
561	0.6092069749
562	0.6090708058
563	0.6089628788
564	0.6088565581
565	0.6087849043
566	0.6086608262
567	0.6085665519
568	0.6084869563
569	0.6083356177
570	0.6082712809
571	0.608214172
572	0.6081736158
573	0.6081299364
574	0.6080666704
575	0.6080081337
576	0.6080052783
577	0.6079520064
578	0.6078683954
579	0.6078681277
580	0.607756676
581	0.6076409412
582	0.6075848585
583	0.6074407477
584	0.6072811997
585	0.6071632341
586	0.6070998789
587	0.6069983321
588	0.6068659554
589	0.6067958185
590	0.6066998041
591	0.6066682157
592	0.6066175316
593	0.606501886
594	0.6064319276
595	0.6063608091
596	0.6063242684
597	0.6062975432
598	0.60614906
599	0.6060900326
600	0.6060530902
601	0.6059632775
602	0.6058495059
603	0.6057757997
604	0.6057195831
605	0.6055963527
606	0.605517471
607	0.6054034763
608	0.6053095589
609	0.6051777622
610	0.6050572089
611	0.6049263937
612	0.6047700581
613	0.604664942
614	0.6045704892
615	0.6045052155
616	0.6043771666
617	0.6042456376
618	0.6041268689
619	0.6039693732
620	0.603877062
621	0.6038426628
622	0.6037249649
623	0.6036500094
624	0.6035183912
625	0.6033272548
626	0.6032522993
627	0.6031464694
628	0.6030861481
629	0.6030392563
630	0.6029395388
631	0.6029029534
632	0.6027586641
633	0.6026601066
634	0.6026067901
635	0.6025544998
636	0.602474458
637	0.6023903116
638	0.6023220486
639	0.6022639581
640	0.6021671407
641	0.6021347938
642	0.6020453381
643	0.6020057187
644	0.6018804361
645	0.6018558971
646	0.6017315959
647	0.6016569974
648	0.6015752603
649	0.6015301978
650	0.6014258401
651	0.6013031898
652	0.6011788887
653	0.6010837666
654	0.6010441473
655	0.6009665149
656	0.6008815208
657	0.6008179425
658	0.6007265236
659	0.6005485044
660	0.6004303157
661	0.600333989
662	0.6002298545
663	0.6001068918
664	0.6000400566
665	0.5999644765
666	0.5997954251
667	0.5996200829
668	0.5995626171
669	0.5995343749
670	0.5994543778
671	0.5993283813
672	0.5992558351
673	0.5991872152
674	0.5991577684
675	0.5990794221
676	0.598987334
677	0.5988550911
678	0.5987775925
679	0.5986666317
680	0.5985285887
681	0.5983997813
682	0.5983257628
683	0.5982523243
684	0.5981103997
685	0.5980237102
686	0.597913017
687	0.5978315922
688	0.5977410211
689	0.5977002417
690	0.5976168984
691	0.5974731445
692	0.5974105924
693	0.597351565
694	0.597292716
695	0.5972507767
696	0.5970941733
697	0.5970421507
698	0.5969289144
699	0.5969099971
700	0.596816035
701	0.5967731141
702	0.5966664364
703	0.5965810854
704	0.5965488278
705	0.5964455409
706	0.5963645177
707	0.5962441428
708	0.5962056389
709	0.596138402
710	0.5960124055
711	0.5959586874
712	0.5959410193
713	0.5959304006
714	0.5957956593
715	0.5957279763
716	0.5956356651
717	0.5955934134
718	0.5954741093
719	0.5954125388
720	0.5953336125
721	0.5952984102
722	0.5951931602
723	0.5951415837
724	0.5950404831
725	0.5948692456
726	0.5948155721
727	0.594738252
728	0.594669632
729	0.5945970859
730	0.5944991084
731	0.5944309346
732	0.594363207
733	0.5942893223
734	0.5942060236
735	0.5941579718
736	0.5940536142
737	0.5939117789
738	0.593848736
739	0.5937622249
740	0.5937056514
741	0.5936114216
742	0.5934020818
743	0.5933173107
744	0.5932111684
745	0.5931108709
746	0.5930584913
747	0.5929970546
748	0.5928893954
749	0.5927999842
750	0.5927185148
751	0.5926161203
752	0.5925418787
753	0.5924941838
754	0.5924138298
755	0.5922850224
756	0.5921738831
757	0.5920911198
758	0.5919632493
759	0.5918617025
760	0.5918170416
761	0.591782687
762	0.5917406138
763	0.5916507565
764	0.5915860182
765	0.5915035672
766	0.5914230793
767	0.591363918
768	0.5912896318
769	0.5912287751
770	0.5911857203
771	0.5911511873
772	0.5911372224
773	0.5910697179
774	0.5910326417
775	0.5909887838
776	0.5909162823
777	0.5907489264
778	0.5906537151
779	0.5905594407
780	0.590494167
781	0.5903710705
782	0.5903162371
783	0.5903076261
784	0.5902401662
785	0.5901195682
786	0.5900802612
787	0.590011329
788	0.5899711743
789	0.589897825
790	0.5898350944
791	0.5897322984
792	0.5896819711
793	0.5896038479
794	0.5895750704
795	0.5895267063
796	0.5894919055
797	0.5893539964
798	0.5893131725
799	0.5892625329
800	0.5891976161
801	0.5891534013
802	0.5890925
803	0.5889935856
804	0.5889157301
805	0.5888524195
806	0.5888239096
807	0.5887989245
808	0.5887687638
809	0.5887014824
810	0.5886462474
811	0.5885863722
812	0.5884593495
813	0.5884230764
814	0.5883558842
815	0.5882824011
816	0.5882309585
817	0.5881797389
818	0.5881176329
819	0.5880618625
820	0.5879684805
821	0.587884691
822	0.5878704584
823	0.5877681085
824	0.5876813744
825	0.5875429745
826	0.5874493694
827	0.5873896727
828	0.5872687624
829	0.5872023733
830	0.5871210823
831	0.5870608503
832	0.5870068199
833	0.586921915
834	0.5868177804
835	0.586746662
836	0.586700841
837	0.5866460075
838	0.5865957695
839	0.5865416053
840	0.5865101508
841	0.5863762571
842	0.5863387794
843	0.5862944307
844	0.586183336
845	0.5861339904
846	0.5860199956
847	0.5858659354
848	0.5857025503
849	0.5855873509
850	0.5855593319
851	0.5854448017
852	0.5853595845
853	0.5852765535
854	0.5852032935
855	0.5850852386
856	0.5849537097
857	0.5848624246
858	0.58479202
859	0.5846454107
860	0.5846193548
861	0.5845766569
862	0.5844874689
863	0.5844462434
864	0.5843423765
865	0.5843090481
866	0.5842422128
867	0.584161368
868	0.5840405024
869	0.5839414095
870	0.5839008086
871	0.5838657848
872	0.5837642826
873	0.5836783069
874	0.5835988898
875	0.5835677476
876	0.5834757487
877	0.5834115904
878	0.5833075451
879	0.583173116
880	0.5830978483
881	0.5830269083
882	0.5829213906
883	0.5828368427
884	0.5827515808
885	0.5827056706
886	0.5826398169
887	0.5825726693
888	0.5825307746
889	0.5824568007
890	0.5823548969
891	0.5822971634
892	0.5821613513
893	0.5821153072
894	0.5820027848
895	0.5818986948
896	0.5818460922
897	0.581799602
898	0.581785414
899	0.5817279927
900	0.5815955714
901	0.5815324393
902	0.5814983524
903	0.5813934148
904	0.5812975343
905	0.5812653659
906	0.5811374508
907	0.5810832866
908	0.580960547
909	0.5808671204
910	0.5808164362
911	0.5807921203
912	0.5806733962
913	0.5805933545
914	0.5805289285
915	0.580495377
916	0.5803957934
917	0.5803045529
918	0.580261052
919	0.5801571852
920	0.5800219084
921	0.5799529762
922	0.579888684
923	0.5797677291
924	0.579729136
925	0.5797077647
926	0.5795929223
927	0.5795039127
928	0.5793835378
929	0.5793250011
930	0.5792549535
931	0.5792111402
932	0.5791219522
933	0.5790333887
934	0.5789444684
935	0.5788028561
936	0.5787366008
937	0.5786485728
938	0.5785746881
939	0.5785216393
940	0.578465155
941	0.578398052
942	0.5783268889
943	0.5782834772
944	0.57823315
945	0.5781652439
946	0.5781149613
947	0.5780117637
948	0.5779824062
949	0.5778981705
950	0.5778664929
951	0.5777404071
952	0.5776602762
953	0.5776602762
954	0.5776154814
955	0.5775302642
956	0.577459458
957	0.5773324353
958	0.5772962068
959	0.5772094727
960	0.5771528099
961	0.5771115398
962	0.5770744636
963	0.5770252518
964	0.5769828216
965	0.5768268429
966	0.5767633985
967	0.576657747
968	0.5765839069
969	0.576486911
970	0.5763855427
971	0.5763102749
972	0.5762863159
973	0.5760945103
974	0.5760295935
975	0.575933133
976	0.5758688854
977	0.575799507
978	0.5757111666
979	0.5756224694
980	0.5755737929
981	0.5754989713
982	0.575457255
983	0.575423882
984	0.5752606754
985	0.575228864
986	0.5751722905
987	0.5751158508
988	0.5750597234
989	0.5749704015
990	0.5749219036
991	0.5747777928
992	0.574654027
993	0.574532849
994	0.5744435717
995	0.5743302462
996	0.5742658202
997	0.5741277773
998	0.5740702222
999	0.5740147195
1000	0.573888366
1001	0.5738371018
1002	0.5738075658
1003	0.5737706235
1004	0.5736821939
1005	0.5735905965
1006	0.5735064501
1007	0.5733905815
1008	0.5733211584
1009	0.5732261256
1010	0.573164912
1011	0.57314131
1012	0.573093392
1013	0.5729977346
1014	0.5729503966
1015	0.5728406404
1016	0.5727360597
1017	0.57264125
1018	0.5725987306
1019	0.5725431833
1020	0.5724467673
1021	0.5723947893
1022	0.572333888
1023	0.5722163686
1024	0.5721766154
1025	0.5720663684
1026	0.571941175
1027	0.5719171714
1028	0.5717492355
1029	0.5716985513
1030	0.5716577273
1031	0.5715847796
1032	0.5714057789
1033	0.5713277895
1034	0.5712046038
1035	0.5711424978
1036	0.57106317
1037	0.5709933454
1038	0.5709224054
1039	0.5708692227
1040	0.5707669621
1041	0.5706810756
1042	0.5706037109
1043	0.5705634669
1044	0.5705323247
1045	0.5705170213
1046	0.5704906977
1047	0.5704055697
1048	0.5703298111
1049	0.5702061346
1050	0.5701651322
1051	0.5701124849
1052	0.5700338263
1053	0.5699743974
1054	0.5699080082
1055	0.5698510332
1056	0.5697902211
1057	0.5697458725
1058	0.5697104471
1059	0.5696297361
1060	0.5695697271
1061	0.569545902
1062	0.5694307026
1063	0.5693666335
1064	0.569327505
1065	0.5692282336
1066	0.5692043193
1067	0.5690595839
1068	0.5689943994
1069	0.5688763446
1070	0.5688252588
1071	0.5687773409
1072	0.5687338846
1073	0.5686353717
1074	0.5685950831
1075	0.5685036643
1076	0.5684557017
1077	0.5683895356
1078	0.5683252435
1079	0.5682925397
1080	0.5681475366
1081	0.568078292
1082	0.5680198893
1083	0.5679776376
1084	0.567961308
1085	0.5678815786
1086	0.5678209896
1087	0.5677398325
1088	0.5676649216
1089	0.5675471345
1090	0.5674805223
1091	0.5674417953
1092	0.5673099094
1093	0.567220409
1094	0.567213315
1095	0.5671025326
1096	0.5670731305
1097	0.5670541685
1098	0.5669684159
1099	0.5669379876
1100	0.5668023539
1101	0.5667638054
1102	0.5667303877
1103	0.566622907
1104	0.5665668688
1105	0.5665298373
1106	0.5664215088
1107	0.5664058038
1108	0.5663223713
1109	0.5662856074
1110	0.5662335401
1111	0.5660938464
1112	0.5659699468
1113	0.5658530966
1114	0.5657912583
1115	0.5657033641
1116	0.5656427752
1117	0.5655649642
1118	0.5654240658
1119	0.5653214483
1120	0.5652758504
1121	0.5651387889
1122	0.5650990804
1123	0.5650310851
1124	0.564993652
1125	0.5649269506
1126	0.5648534228
1127	0.5647908707
1128	0.5647410789
1129	0.5645803708
1130	0.5644927443
1131	0.5644081071
1132	0.5643298054
1133	0.5642592224
1134	0.5642102782
1135	0.5641010574
1136	0.5640374792
1137	0.5639769794
1138	0.5639274999
1139	0.563863297
1140	0.5637822737
1141	0.5637655872
1142	0.5636644865
1143	0.5636091623
1144	0.5634893674
1145	0.563454522
1146	0.5633834928
1147	0.5633718033
1148	0.5632807414
1149	0.5632295664
1150	0.5631437246
1151	0.5630691261
1152	0.5630488256
1153	0.5629998815
1154	0.5629038671
1155	0.5628093697
1156	0.5627173708
1157	0.5626120316
1158	0.5625646045
1159	0.5625139203
1160	0.5624219214
1161	0.5622886078
1162	0.5621949581
1163	0.5621104993
1164	0.5620732893
1165	0.5619876259
1166	0.5619381018
1167	0.5618104544
1168	0.5617489285
1169	0.5616399754
1170	0.5615345916
1171	0.561481052
1172	0.5614006533
1173	0.5613411351
1174	0.5612998204
1175	0.5612557841
1176	0.5611571373
1177	0.5610945852
1178	0.561043098
1179	0.5609250877
1180	0.5608830591
1181	0.5608637403
1182	0.5608234517
1183	0.560751664
1184	0.5607034784
1185	0.5606222766
1186	0.5605787311
1187	0.5605413426
1188	0.5605067203
1189	0.5603921455
1190	0.5602794446
1191	0.5602482578
1192	0.5601899443
1193	0.5601607206
1194	0.5600426657
1195	0.5599290279
1196	0.5598186471
1197	0.5597825078
1198	0.5596975583
1199	0.5596605267
1200	0.5596356754
1201	0.5595664755
1202	0.5595351994
1203	0.5594573439
1204	0.5594163861
1205	0.5593613742
1206	0.5593060945
1207	0.559242427
1208	0.5591784025
1209	0.559115092
1210	0.5590814066
1211	0.5590566446
1212	0.5589806629
1213	0.5588884856
1214	0.5587979144
1215	0.5587079678
1216	0.5586605853
1217	0.5585856744
1218	0.5585274501
1219	0.5584416975
1220	0.558383964
1221	0.5583401507
1222	0.5583024945
1223	0.5582107633
1224	0.5581779257
1225	0.5580455936
1226	0.5580044574
1227	0.5579646596
1228	0.5579445376
1229	0.557882744
1230	0.5577858819
1231	0.5577175743
1232	0.5576547098
1233	0.5575925147
1234	0.5575004711
1235	0.5574385437
1236	0.5574149416
1237	0.5572864019
1238	0.5572023001
1239	0.5571465743
1240	0.5570303041
1241	0.5569915325
1242	0.5569489685
1243	0.556878207
1244	0.5567924098
1245	0.5566554822
1246	0.5565833376
1247	0.5564982543
1248	0.5564597057
1249	0.5563826533
1250	0.5563568651
1251	0.5562895836
1252	0.5562415764
1253	0.5561672456
1254	0.5561292325
1255	0.5560882301
1256	0.5559597796
1257	0.5559339468
1258	0.555839137
1259	0.5557624862
1260	0.5556911446
1261	0.5556104337
1262	0.5555391367
1263	0.5555062991
1264	0.5554768523
1265	0.5554279528
1266	0.555388512
1267	0.5553212305
1268	0.5552609985
1269	0.555143479
1270	0.5550494724
1271	0.5549514503
1272	0.5548671254
1273	0.5547792312
1274	0.55468518
1275	0.5546013012
1276	0.5545029668
1277	0.5543859381
1278	0.5543032641
1279	0.5541474638
1280	0.5540465862
1281	0.5539746201
1282	0.5539676153
1283	0.5539018954
1284	0.553846705
1285	0.5537883469
1286	0.5537626925
1287	0.5536805984
1288	0.5536177786
1289	0.5535852979
1290	0.5534892835
1291	0.5534153096
1292	0.5533727902
1293	0.5532942655
1294	0.5531998573
1295	0.5531626919
1296	0.5531180309
1297	0.5530930012
1298	0.5530440124
1299	0.5529896697
1300	0.5529286792
1301	0.5528472097
1302	0.5527000204
1303	0.5525926735
1304	0.5525265075
1305	0.5524342855
1306	0.5523994401
1307	0.5523520129
1308	0.5522578725
1309	0.5521121109
1310	0.5520401447
1311	0.5519642969
1312	0.5519105789
1313	0.5518286633
1314	0.551742286
1315	0.5516400254
1316	0.5515573067
1317	0.551491096
1318	0.5513922262
1319	0.5513476098
1320	0.551277473
1321	0.5511949327
1322	0.5511786924
1323	0.5510601914
1324	0.5510264614
1325	0.5509693525
1326	0.5508497807
1327	0.5507426122
1328	0.5506973267
1329	0.5506268775
1330	0.5505538851
1331	0.5504647417
1332	0.5503708243
1333	0.5502972073
1334	0.5502342536
1335	0.5501490364
1336	0.5500768918
1337	0.5499945747
1338	0.5499405889
1339	0.5499123021
1340	0.5498839261
1341	0.5498357405
1342	0.5497585542
1343	0.5496893096
1344	0.5496414809
1345	0.549587049
1346	0.5495447527
1347	0.5495102196
1348	0.5494462398
1349	0.5492614389
1350	0.5492155733
1351	0.5491719385
1352	0.5490725333
1353	0.5490178337
1354	0.5489849068
1355	0.5489559062
1356	0.5488960311
1357	0.5488500762
1358	0.5487207335
1359	0.5486687554
1360	0.5486216406
1361	0.5485643532
1362	0.5485092074
1363	0.5484263995
1364	0.5483658105
1365	0.5482638175
1366	0.5482089394
1367	0.548101994
1368	0.5480629993
1369	0.5479780944
1370	0.5478952865
1371	0.5478347868
1372	0.5477300722
1373	0.5476765326
1374	0.5475885938
1375	0.5475172522
1376	0.5474696912
1377	0.5474277965
1378	0.5473700629
1379	0.5473266066
1380	0.5472367047
1381	0.5471378795
1382	0.5470433375
1383	0.5469758329
1384	0.5469315289
1385	0.5468522457
1386	0.5468107525
1387	0.5467646638
1388	0.5466909576
1389	0.5465827183
1390	0.5465377451
1391	0.5464494493
1392	0.5463741369
1393	0.5462934706
1394	0.546279238
1395	0.5462263676
1396	0.5460993895
1397	0.5460597256
1398	0.5460077475
1399	0.5459604988
1400	0.5459021853
1401	0.5458478872
1402	0.5458088479
1403	0.545643589
1404	0.5455541332
1405	0.5455326727
1406	0.5454469647
1407	0.5454469201
1408	0.5454080593
1409	0.5453435887
1410	0.545287729
1411	0.5452001917
1412	0.5451308133
1413	0.5450430084
1414	0.544999909
1415	0.5449481094
1416	0.5448347393
1417	0.5447986447
1418	0.5447400634
1419	0.544707895
1420	0.5446654203
1421	0.5445864047
1422	0.5444778532
1423	0.5444095455
1424	0.5443303069
1425	0.5442276001
1426	0.544146086
1427	0.5441022282
1428	0.5440360175
1429	0.5439054255
1430	0.543806868
1431	0.543759887
1432	0.5437272278
1433	0.5436729743
1434	0.5435836078
1435	0.5435554549
1436	0.5434810348
1437	0.5434150027
1438	0.5433717694
1439	0.5433090835
1440	0.5432207431
1441	0.5431967395
1442	0.5431222302
1443	0.5430294282
1444	0.5429458172
1445	0.5429330569
1446	0.5428944192
1447	0.5427821198
1448	0.5427412067
1449	0.5426674558
1450	0.542581614
1451	0.5425350792
1452	0.542515091
1453	0.5424027917
1454	0.5423730772
1455	0.5422978987
1456	0.5422297695
1457	0.5421642281
1458	0.5421229134
1459	0.5420737908
1460	0.5420287729
1461	0.541988752
1462	0.5418928715
1463	0.5417732997
1464	0.5417111938
1465	0.5416210688
1466	0.5415613721
1467	0.5415205928
1468	0.541492886
1469	0.5414210983
1470	0.5414002179
1471	0.5413543523
1472	0.5412615503
1473	0.5411566573
1474	0.5411127994
1475	0.5410247267
1476	0.5409478082
1477	0.5408808836
1478	0.5408277902
1479	0.5407044706
1480	0.5406170226
1481	0.54056732
1482	0.5404742057
1483	0.5404019718
1484	0.5403048421
1485	0.5402663828
1486	0.5401950412
1487	0.540074354
1488	0.5399823105
1489	0.5399471082
1490	0.5399089612
1491	0.5398328458
1492	0.539773863
1493	0.539716754
1494	0.5396102995
1495	0.5395616676
1496	0.5395099573
1497	0.5394210369
1498	0.5392877233
1499	0.5391762271
1500	0.5390915006
1501	0.5390378718
1502	0.5389912031
1503	0.5388744421
1504	0.5387638382
1505	0.5386905336
1506	0.5385926007
1507	0.5385388826
1508	0.5384828445
1509	0.5383885701
1510	0.538355331
1511	0.5382579781
1512	0.5382121571
1513	0.5381397448
