iter	Logloss
1514	0.538078442
1515	0.538030524
1516	0.5379547655
1517	0.5378803008
1518	0.5378279658
1519	0.5377733554
1520	0.537728516
1521	0.5376628407
1522	0.5375884653
1523	0.5374674658
1524	0.5373727899
1525	0.537325095
1526	0.5371915137
1527	0.5371525636
1528	0.5370779205
1529	0.5370264778
1530	0.5369611595
1531	0.5368319952
1532	0.5366875721
1533	0.5366015518
1534	0.5364992465
1535	0.5364375421
1536	0.536355448
1537	0.5362822772
1538	0.5362534551
1539	0.536171941
1540	0.5361204984
1541	0.5360581247
1542	0.5360004804
1543	0.5359519378
1544	0.5358544958
1545	0.5357844481
1546	0.5357290792
1547	0.5356213308
1548	0.5355907239
1549	0.5355332135
1550	0.5354495578
1551	0.5353804471
1552	0.5353273537
1553	0.5352624369
1554	0.5351570531
1555	0.5350543017
1556	0.5349971481
1557	0.5349624812
1558	0.5349272343
1559	0.5348681177
1560	0.5348081087
1561	0.5347184298
1562	0.5346639533
1563	0.5345922102
1564	0.5345129716
1565	0.5344443516
1566	0.5343128673
1567	0.5342446043
1568	0.5341515792
1569	0.5340286612
1570	0.5339253743
1571	0.5337981285
1572	0.5337150529
1573	0.5336636103
1574	0.533602709
1575	0.5335469385
1576	0.5334606059
1577	0.5333984553
1578	0.5333365279
1579	0.5333053857
1580	0.5332446182
1581	0.5331602933
1582	0.5330957781
1583	0.5330615127
1584	0.5330096239
1585	0.5329391747
1586	0.5328714917
1587	0.532821566
1588	0.5327764589
1589	0.532709936
1590	0.5326229341
1591	0.5325163456
1592	0.5324184128
1593	0.5323623746
1594	0.5323156167
1595	0.5322144269
1596	0.5321075261
1597	0.5320391739
1598	0.5319781387
1599	0.5319386979
1600	0.5318595931
1601	0.5318114521
1602	0.5317625525
1603	0.5316315143
1604	0.5315675345
1605	0.5314884297
1606	0.5314000001
1607	0.5313036288
1608	0.5312282718
1609	0.5311500594
1610	0.5310781825
1611	0.5310017547
1612	0.5309217576
1613	0.5308090121
1614	0.5307289704
1615	0.5306512933
1616	0.5305659869
1617	0.5305285984
1618	0.5304731402
1619	0.5303919831
1620	0.5302935149
1621	0.530165466
1622	0.53010336
1623	0.5300032409
1624	0.5299152575
1625	0.5298687673
1626	0.5298298618
1627	0.5297887702
1628	0.5297313043
1629	0.5296767832
1630	0.5295822411
1631	0.5294562
1632	0.5293983326
1633	0.5293461761
1634	0.5292907179
1635	0.5291507119
1636	0.5290625946
1637	0.5290164613
1638	0.5289305748
1639	0.5288394683
1640	0.5287530018
1641	0.5286592629
1642	0.5286026893
1643	0.5285670409
1644	0.5285189445
1645	0.5284241347
1646	0.5283077307
1647	0.5282034177
1648	0.5281557674
1649	0.5281204759
1650	0.5279834591
1651	0.5279448214
1652	0.5278796815
1653	0.5278566149
1654	0.5278135601
1655	0.5277606451
1656	0.5276495504
1657	0.527612965
1658	0.5275714272
1659	0.5274711743
1660	0.5274021082
1661	0.5273110908
1662	0.5271775095
1663	0.5271434226
1664	0.5270841275
1665	0.5270129644
1666	0.5269806622
1667	0.5269167716
1668	0.5268188833
1669	0.5267487018
1670	0.5267055132
1671	0.5266125774
1672	0.526539942
1673	0.5264631126
1674	0.5263494302
1675	0.5262646591
1676	0.5261677524
1677	0.5261354056
1678	0.5260959201
1679	0.5260331896
1680	0.5259301258
1681	0.5258684214
1682	0.5258020769
1683	0.5257203398
1684	0.5256616693
1685	0.5255104199
1686	0.5254658482
1687	0.5254004852
1688	0.5253293668
1689	0.5252498158
1690	0.5251863714
1691	0.5251276563
1692	0.5250533255
1693	0.5249967519
1694	0.5249595865
1695	0.5249190749
1696	0.5248407732
1697	0.5247626946
1698	0.5246566862
1699	0.5245985065
1700	0.5245566563
1701	0.5244230304
1702	0.5243371885
1703	0.5242952046
1704	0.5241804067
1705	0.5241329795
1706	0.5240390175
1707	0.5239165457
1708	0.5238391363
1709	0.5238132142
1710	0.523750439
1711	0.5236695942
1712	0.5235348529
1713	0.5234491895
1714	0.5234092579
1715	0.5233584398
1716	0.5232478359
1717	0.5231535616
1718	0.5231111761
1719	0.5230421992
1720	0.5229763009
1721	0.5228808219
1722	0.5227819075
1723	0.5227213631
1724	0.5226694743
1725	0.5225761369
1726	0.5224920797
1727	0.5224327846
1728	0.5224052563
1729	0.522316559
1730	0.5222592716
1731	0.5222041705
1732	0.5221669158
1733	0.5220746046
1734	0.5220180757
1735	0.5219773856
1736	0.5219442356
1737	0.5218853421
1738	0.5218045865
1739	0.5217541254
1740	0.5217049582
1741	0.5215970313
1742	0.521517748
1743	0.521435297
1744	0.5213756896
1745	0.5213500798
1746	0.5212528162
1747	0.5211874532
1748	0.5210872003
1749	0.5210457071
1750	0.5209667362
1751	0.5208837498
1752	0.5208254362
1753	0.5207729228
1754	0.5206908734
1755	0.5206391184
1756	0.5205606382
1757	0.520489029
1758	0.5203877053
1759	0.5203380027
1760	0.5202226695
1761	0.5201207657
1762	0.520026536
1763	0.5199522052
1764	0.5198816668
1765	0.5198029189
1766	0.5197595072
1767	0.5197102954
1768	0.5196463602
1769	0.5195844327
1770	0.5195573506
1771	0.5194834659
1772	0.5193859792
1773	0.5193167346
1774	0.5192289297
1775	0.5192017137
1776	0.5191782455
1777	0.5191249736
1778	0.5190395779
1779	0.5189309817
1780	0.5188292565
1781	0.5187585396
1782	0.5186867519
1783	0.5185815465
1784	0.5185164513
1785	0.5184466713
1786	0.5183806391
1787	0.5183140269
1788	0.5182155587
1789	0.5180611415
1790	0.5180353979
1791	0.5179148445
1792	0.5177978605
1793	0.5177386992
1794	0.5176601298
1795	0.5176028871
1796	0.5175487228
1797	0.5174490945
1798	0.5173784223
1799	0.517267863
1800	0.5172043293
1801	0.51716529
1802	0.5170371518
1803	0.5169184724
1804	0.5168525294
1805	0.5168079131
1806	0.5167163603
1807	0.5166693793
1808	0.516619766
1809	0.5165770681
1810	0.5164854262
1811	0.5164147093
1812	0.5163449293
1813	0.5162289268
1814	0.5161446019
1815	0.5160725911
1816	0.5159910325
1817	0.5158687391
1818	0.515755592
1819	0.5156846967
1820	0.5156117936
1821	0.5155506246
1822	0.5155039559
1823	0.5154636227
1824	0.5154181586
1825	0.515291359
1826	0.5152103357
1827	0.5151396188
1828	0.5150777359
1829	0.5149962665
1830	0.5149630719
1831	0.51487317
1832	0.5148047732
1833	0.514709785
1834	0.5146854691
1835	0.514598601
1836	0.5145385028
1837	0.514474523
1838	0.5144469055
1839	0.5143089071
1840	0.514242518
1841	0.514178092
1842	0.5141157184
1843	0.514000162
1844	0.5139113755
1845	0.5138533743
1846	0.5137687817
1847	0.5137334902
1848	0.5136639779
1849	0.5135440492
1850	0.5134907327
1851	0.5134529426
1852	0.5134167141
1853	0.5133574636
1854	0.5132795189
1855	0.5132083112
1856	0.5131404497
1857	0.5130703575
1858	0.5130146763
1859	0.5129945989
1860	0.5129110771
1861	0.5128387094
1862	0.5127854375
1863	0.5126401667
1864	0.5125573588
1865	0.5124957882
1866	0.5123790719
1867	0.512303581
1868	0.5122045774
1869	0.5121344851
1870	0.5120527926
1871	0.5120029115
1872	0.5119610167
1873	0.5118650916
1874	0.5118052165
1875	0.5117758143
1876	0.5117109421
1877	0.5116693151
1878	0.5115619682
1879	0.5115383215
1880	0.5114448057
1881	0.5113524944
1882	0.5113148829
1883	0.5112376966
1884	0.5111691213
1885	0.5110922919
1886	0.5110226458
1887	0.5109686601
1888	0.510906911
1889	0.5108518545
1890	0.5107866254
1891	0.5107296949
1892	0.5106741922
1893	0.5106305574
1894	0.5105531927
1895	0.5104157743
1896	0.5102729128
1897	0.5101673059
1898	0.5101387961
1899	0.5100347508
1900	0.5099674247
1901	0.5098638702
1902	0.5097865947
1903	0.5097385875
1904	0.5096259312
1905	0.509499087
1906	0.5094383641
1907	0.5093717965
1908	0.5093257525
1909	0.5092276411
1910	0.5091877988
1911	0.5091016
1912	0.5090469003
1913	0.5089414719
1914	0.5088509454
1915	0.5087518079
1916	0.5086851064
1917	0.508576421
1918	0.508487456
1919	0.5084511383
1920	0.5083735951
1921	0.5082787408
1922	0.5082161887
1923	0.5081495318
1924	0.5080929583
1925	0.5079939993
1926	0.5078732675
1927	0.5078297665
1928	0.5077416939
1929	0.5076807926
1930	0.507571661
1931	0.50748979
1932	0.5073950695
1933	0.507328145
1934	0.5072862949
1935	0.5072176303
1936	0.5070764642
1937	0.5070002595
1938	0.5069113391
1939	0.5068469577
1940	0.5067871272
1941	0.5067288583
1942	0.5066645215
1943	0.5065765827
1944	0.5065072935
1945	0.50645246
1946	0.5064295272
1947	0.506373846
1948	0.506319191
1949	0.5062195181
1950	0.5062007793
1951	0.506101731
1952	0.5060431943
1953	0.5059515524
1954	0.5059157701
1955	0.5058639259
1956	0.5057602375
1957	0.5057133903
1958	0.5056940268
1959	0.5056638216
1960	0.5055839583
1961	0.5055346573
1962	0.505467465
1963	0.5053713614
1964	0.5052929259
1965	0.5052228783
1966	0.5051374826
1967	0.5051120513
1968	0.5050609209
1969	0.5050305372
1970	0.5049550464
1971	0.5048712569
1972	0.504804377
1973	0.5047818457
1974	0.5047032763
1975	0.5046501383
1976	0.50458714
1977	0.5045327081
1978	0.5044574403
1979	0.5043489333
1980	0.5042795103
1981	0.5041644894
1982	0.5040336743
1983	0.5039201703
1984	0.5038121988
1985	0.5037596407
1986	0.5036864253
1987	0.5036344026
1988	0.5035593133
1989	0.5034382692
1990	0.5033504196
1991	0.5032390572
1992	0.5031693665
1993	0.5030431915
1994	0.5029576173
1995	0.5029034977
1996	0.5027687117
1997	0.5027097289
1998	0.5026486938
1999	0.5025771292
